0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,8,15,19,31,48,66,86,107,131,159,181,213,249
0,298,368,455,482,546,585,654,707,812,856,1012,1144,1223,1312,1482
0,303,374,463,497,565,616,702,773,898,963,1143,1303,1404,1525,1731
