0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,
0,27,54,81,108,135,162,189,216,243,270,297,324,378,405,432,459,486,513,540,567,594,621,648,675,702,
0,28,56,84,112,140,168,196,224,252,280,308,336,392,420,448,476,504,532,560,588,616,644,672,700,728,
