0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,28,132,280,403,482,565,652,828,1303,1424,1765,1977,2108,2215,2370,
0,428,618,676,907,1065,1181,1465,1607,1725,1770,1992,1993,1995,2031,2371,
0,456,750,956,1310,1547,1746,2117,2435,303,469,1032,1245,1378,1521,2016,
