211,227,500,316,466,507,399,735,726,513,389,427,639,2,752,401,8,517,998,1013,70,333,477,947,10,104,469,387,998,988,886,395,276,67,888,410,
841,345,42,366,82,396,583,166,726,33,899,441,176,244,6,952,209,425,817,345,615,284,767,123,866,586,460,302,173,712,748,837,383,306,91,72,
176,119,296,861,950,649,202,859,617,857,1010,81,767,156,979,508,737,574,936,608,631,441,864,576,341,502,992,638,210,781,581,727,600,401,392,134,
646,406,743,963,357,931,486,1020,192,932,947,926,563,664,36,766,820,22,425,676,50,537,493,177,906,355,62,58,96,472,582,692,708,857,898,204,
,552,
,

86,697,1182,165,655,799,664,434,1344,231,
